Year,Player_Name,Matches_Batted,Not_Outs,Runs_Scored,Highest_Score,Batting_Average,Balls_Faced,Batting_Strike_Rate,Centuries,Half_Centuries,Fours,Sixes,Catches_Taken,Stumpings,Matches_Bowled,Balls_Bowled,Runs_Conceded,Wickets_Taken,Best_Bowling_Match,Bowling_Average,Economy_Rate,Bowling_Strike_Rate,Four_Wicket_Hauls,Five_Wicket_Hauls,Batting_Impact,Bowling_Impact,Total_Impact,Player_Role
2017.0,Hardik Pandya,17.0,9.0,250.0,35*,35.71,160.0,156.25,0.0,0.0,11.0,20.0,12.0,0.0,17.0,156.0,213.0,6.0,2/22,35.5,8.19,26.0,0.0,0.0,6.8568,3.3344117647058824,10.191211764705882,Batsman
2016.0,Hardik Pandya,11.0,2.0,44.0,9,6.28,63.0,69.84,0.0,0.0,4.0,0.0,6.0,0.0,11.0,100.0,153.0,3.0,1/7,51.0,9.18,33.33,0.0,0.0,2.3648000000000002,1.8190909090909089,4.183890909090909,Unknown
2015.0,Hardik Pandya,9.0,3.0,112.0,61*,22.4,62.0,180.64,0.0,1.0,9.0,8.0,6.0,0.0,9.0,102.0,176.0,1.0,1/13,176.0,10.35,102.0,0.0,0.0,6.014222222222222,0.9916666666666669,7.005888888888889,Batsman
,Harnoor Pannu,,,,No stats,,,,,,,,,,,,,,No stats,,,,,,0.0,0.0,0.0,Unknown
2024.0,Harpreet Brar,13.0,5.0,75.0,29,37.5,54.0,138.89,0.0,0.0,8.0,2.0,7.0,0.0,13.0,228.0,303.0,7.0,2/13,43.29,7.97,32.57,0.0,0.0,6.703733333333333,2.8226923076923076,9.526425641025641,Batsman
2023.0,Harpreet Brar,13.0,2.0,52.0,17*,8.67,41.0,126.83,0.0,0.0,5.0,2.0,2.0,0.0,13.0,163.0,218.0,9.0,4/30,24.22,8.02,18.11,1.0,0.0,4.075733333333334,6.184461538461539,10.260194871794873,Bowler
2022.0,Harpreet Brar,5.0,0.0,22.0,14,7.33,25.0,88.0,0.0,0.0,1.0,2.0,3.0,0.0,5.0,96.0,146.0,4.0,3/26,36.5,9.13,24.0,0.0,0.0,2.9330666666666674,3.335,6.268066666666668,Unknown
2021.0,Harpreet Brar,7.0,5.0,64.0,25*,0.0,58.0,110.34,0.0,0.0,3.0,2.0,2.0,0.0,7.0,138.0,139.0,5.0,3/19,27.8,6.04,27.6,0.0,0.0,2.9424,6.491428571428571,9.43382857142857,Bowler
2020.0,Harpreet Brar,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,41.0,0.0,0/41,0.0,10.25,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
2019.0,Harpreet Brar,2.0,1.0,20.0,20*,0.0,12.0,166.66,0.0,0.0,2.0,1.0,0.0,0.0,2.0,30.0,48.0,0.0,0/24,0.0,9.6,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
,Harry Brook,,,,No stats,,,,,,,,,,,,,,No stats,,,,,,0.0,0.0,0.0,Unknown
2024.0,Harshal Patel,14.0,1.0,13.0,12,4.33,19.0,68.42,0.0,0.0,1.0,1.0,5.0,0.0,14.0,294.0,477.0,24.0,3/15,19.88,9.73,12.25,0.0,0.0,2.1709333333333336,7.706428571428571,9.877361904761905,Bowler
2023.0,Harshal Patel,13.0,0.0,6.0,6,3.0,6.0,100.0,0.0,0.0,0.0,1.0,2.0,0.0,13.0,282.0,454.0,14.0,3/32,32.43,9.66,20.14,0.0,0.0,2.9066666666666663,4.299384615384615,7.206051282051281,Bowler
2022.0,Harshal Patel,15.0,3.0,43.0,11,8.6,39.0,110.26,0.0,0.0,4.0,2.0,3.0,0.0,15.0,321.0,410.0,19.0,4/34,21.58,7.66,16.89,1.0,0.0,3.6282666666666668,7.754,11.382266666666666,Bowler
2021.0,Harshal Patel,15.0,4.0,59.0,31,14.75,46.0,128.26,0.0,0.0,6.0,2.0,3.0,0.0,15.0,338.0,459.0,32.0,5/27,14.34,8.14,10.56,1.0,1.0,4.600266666666666,8.93,13.530266666666666,Bowler
2020.0,Harshal Patel,5.0,0.0,21.0,16,10.5,24.0,87.5,0.0,0.0,2.0,0.0,1.0,0.0,5.0,90.0,134.0,3.0,2/34,44.66,8.93,30.0,0.0,0.0,3.173333333333334,2.435,5.608333333333334,Unknown
2019.0,Harshal Patel,2.0,1.0,0.0,0*,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,48.0,77.0,2.0,2/40,38.5,9.62,24.0,0.0,0.0,0.0,0.0,0.0,Unknown
2018.0,Harshal Patel,5.0,1.0,60.0,36*,60.0,33.0,181.81,0.0,0.0,1.0,6.0,0.0,0.0,5.0,105.0,167.0,7.0,3/28,23.85,9.54,15.0,0.0,0.0,8.0,6.5600000000000005,14.56,All-rounder
2017.0,Harshal Patel,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,43.0,3.0,3/43,14.33,10.75,8.0,0.0,0.0,0.0,0.0,0.0,Unknown
2016.0,Harshal Patel,5.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,84.0,147.0,1.0,1/46,147.0,10.5,84.0,0.0,0.0,0.0,1.05,1.05,Unknown
2015.0,Harshal Patel,15.0,2.0,19.0,9*,3.8,12.0,158.33,0.0,0.0,0.0,2.0,1.0,0.0,15.0,263.0,328.0,17.0,2/12,19.29,7.48,15.47,0.0,0.0,4.304,7.959999999999999,12.264,Bowler
2014.0,Harshal Patel,3.0,1.0,13.0,6,6.5,7.0,185.71,0.0,0.0,1.0,1.0,0.0,0.0,3.0,66.0,113.0,4.0,2/56,28.25,10.27,16.5,0.0,0.0,0.0,0.0,0.0,Unknown
2012.0,Harshal Patel,12.0,1.0,15.0,10,7.5,15.0,100.0,0.0,0.0,1.0,0.0,8.0,0.0,12.0,246.0,340.0,9.0,2/24,37.77,8.29,27.33,0.0,0.0,3.2666666666666666,3.4259999999999997,6.692666666666666,Unknown
2024.0,Harshit Rana,12.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,13.0,253.0,383.0,19.0,3/24,20.16,9.08,13.32,0.0,0.0,0.0,7.6203076923076924,7.6203076923076924,Bowler
2023.0,Harshit Rana,6.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,102.0,147.0,5.0,2/33,29.4,8.65,20.4,0.0,0.0,0.0,5.045,5.045,Bowler
2022.0,Harshit Rana,2.0,1.0,2.0,2,2.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,30.0,51.0,1.0,1/24,51.0,10.2,30.0,0.0,0.0,0.0,0.0,0.0,Unknown
2024.0,Heinrich Klaasen,16.0,3.0,479.0,80*,39.92,280.0,171.07,0.0,4.0,19.0,38.0,8.0,2.0,16.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,7.6936,7.0,14.6936,All-rounder
2023.0,Heinrich Klaasen,12.0,2.0,448.0,104,49.78,253.0,177.08,1.0,2.0,32.0,25.0,3.0,1.0,12.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,8.649066666666666,7.0,15.649066666666666,All-rounder
2019.0,Heinrich Klaasen,3.0,0.0,9.0,6,4.5,10.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
2018.0,Heinrich Klaasen,4.0,1.0,57.0,32,19.0,47.0,121.27,0.0,0.0,5.0,1.0,3.0,4.0,4.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
,Himmat Singh,,,,No stats,,,,,,,,,,,,,,No stats,,,,,,0.0,0.0,0.0,Unknown
2024.0,Ishan Kishan,14.0,0.0,320.0,69,22.86,215.0,148.84,0.0,1.0,35.0,16.0,9.0,0.0,14.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,5.940723809523811,7.0,12.94072380952381,Bowler
2023.0,Ishan Kishan,16.0,0.0,454.0,75,30.27,318.0,142.77,0.0,3.0,54.0,18.0,10.0,3.0,16.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,6.6038,7.0,13.6038,All-rounder
2022.0,Ishan Kishan,14.0,1.0,418.0,81*,32.15,348.0,120.11,0.0,3.0,45.0,11.0,13.0,0.0,14.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,6.203504761904762,7.0,13.203504761904762,All-rounder
2021.0,Ishan Kishan,10.0,1.0,241.0,84,26.77,180.0,133.88,0.0,2.0,21.0,10.0,3.0,0.0,10.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,6.1117333333333335,7.0,13.111733333333333,All-rounder
2020.0,Ishan Kishan,14.0,4.0,516.0,99,57.33,354.0,145.76,0.0,4.0,36.0,30.0,1.0,0.0,14.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,8.458361904761905,7.0,15.458361904761905,All-rounder
2019.0,Ishan Kishan,7.0,0.0,101.0,28,16.83,100.0,101.0,0.0,0.0,8.0,4.0,2.0,0.0,7.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,4.039733333333333,7.0,11.039733333333334,Bowler
2018.0,Ishan Kishan,14.0,0.0,275.0,62,22.91,184.0,149.45,0.0,2.0,22.0,17.0,9.0,2.0,14.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,6.1038476190476185,7.0,13.103847619047619,All-rounder
2017.0,Ishan Kishan,11.0,0.0,277.0,61,27.7,206.0,134.46,0.0,1.0,29.0,13.0,3.0,0.0,11.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,5.983418181818182,7.0,12.983418181818182,Bowler
2016.0,Ishan Kishan,5.0,0.0,42.0,27,8.4,41.0,102.43,0.0,0.0,5.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,3.403466666666667,7.0,10.403466666666667,Bowler
2024.0,Ishant Sharma,9.0,2.0,1.0,1*,0.0,7.0,14.29,0.0,0.0,0.0,0.0,2.0,0.0,9.0,162.0,265.0,10.0,3/34,26.5,9.81,16.2,0.0,0.0,0.38106666666666666,5.461666666666666,5.8427333333333324,Bowler
2023.0,Ishant Sharma,8.0,1.0,1.0,1*,0.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,150.0,206.0,10.0,2/19,20.6,8.24,15.0,0.0,0.0,2.6666666666666665,7.635,10.301666666666666,Bowler
2021.0,Ishant Sharma,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,72.0,97.0,1.0,1/26,97.0,8.08,72.0,0.0,0.0,0.0,0.0,0.0,Unknown
2020.0,Ishant Sharma,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,26.0,0.0,0/26,0.0,8.66,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
2019.0,Ishant Sharma,13.0,3.0,10.0,10*,0.0,3.0,333.33,0.0,0.0,1.0,1.0,1.0,0.0,13.0,276.0,349.0,13.0,3/38,26.84,7.58,21.23,0.0,0.0,4.0,6.3420000000000005,10.342,Bowler
2017.0,Ishant Sharma,6.0,1.0,8.0,5*,4.0,12.0,66.66,0.0,0.0,1.0,0.0,0.0,0.0,6.0,108.0,179.0,0.0,0/12,0.0,9.94,0.0,0.0,0.0,2.0976,5.03,7.1276,Bowler
2016.0,Ishant Sharma,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,90.0,148.0,3.0,2/36,49.33,9.86,30.0,0.0,0.0,0.0,0.0,0.0,Unknown
2015.0,Ishant Sharma,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,84.0,159.0,1.0,1/25,159.0,11.35,84.0,0.0,0.0,0.0,0.0,0.0,Unknown
2014.0,Ishant Sharma,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,66.0,101.0,3.0,2/37,33.66,9.18,22.0,0.0,0.0,0.0,0.0,0.0,Unknown
2013.0,Ishant Sharma,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,358.0,466.0,15.0,3/27,31.06,7.81,23.86,0.0,0.0,0.0,5.28925,5.28925,Bowler
2011.0,Ishant Sharma,12.0,5.0,4.0,1*,0.0,5.0,80.0,0.0,0.0,0.0,0.0,3.0,0.0,12.0,264.0,314.0,11.0,5/12,28.54,7.13,24.0,0.0,1.0,2.1333333333333333,6.102,8.235333333333333,Bowler
2010.0,Ishant Sharma,7.0,1.0,6.0,6*,6.0,17.0,35.29,0.0,0.0,0.0,0.0,1.0,0.0,7.0,150.0,236.0,7.0,2/33,33.71,9.44,21.42,0.0,0.0,1.4210666666666665,4.038,5.459066666666667,Bowler
2009.0,Ishant Sharma,11.0,1.0,16.0,9,8.0,13.0,123.07,0.0,0.0,1.0,1.0,2.0,0.0,11.0,258.0,297.0,11.0,2/15,27.0,6.9,23.45,0.0,0.0,3.921866666666667,6.65,10.571866666666667,Bowler
2008.0,Ishant Sharma,13.0,5.0,11.0,4*,11.0,11.0,100.0,0.0,0.0,1.0,0.0,2.0,0.0,13.0,259.0,331.0,8.0,2/9,41.37,7.66,32.37,0.0,0.0,3.546666666666667,3.0930769230769224,6.639743589743589,Unknown
,Jacob Bethell,,,,No stats,,,,,,,,,,,,,,No stats,,,,,,0.0,0.0,0.0,Unknown
2024.0,Jake Fraser-McGurk,9.0,0.0,330.0,84,36.67,141.0,234.04,0.0,4.0,32.0,28.0,5.0,0.0,9.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,7.8224888888888895,7.0,14.82248888888889,All-rounder
,Jamie Overton,,,,No stats,,,,,,,,,,,,,,No stats,,,,,,0.0,0.0,0.0,Unknown
2024.0,Jasprit Bumrah,13.0,4.0,12.0,8*,0.0,12.0,100.0,0.0,0.0,1.0,0.0,1.0,0.0,13.0,311.0,336.0,20.0,5/21,16.8,6.48,15.55,0.0,1.0,2.6666666666666665,9.067692307692308,11.734358974358974,Bowler
2022.0,Jasprit Bumrah,14.0,4.0,0.0,0*,0.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,14.0,320.0,383.0,15.0,5/10,25.53,7.18,21.33,0.0,1.0,0.0,6.911142857142857,6.911142857142857,Bowler
2021.0,Jasprit Bumrah,14.0,5.0,16.0,5*,8.0,17.0,94.11,0.0,0.0,2.0,0.0,4.0,0.0,14.0,330.0,410.0,21.0,3/36,19.52,7.45,15.71,0.0,0.0,3.1496,8.525,11.6746,Bowler
2020.0,Jasprit Bumrah,15.0,1.0,5.0,5*,0.0,3.0,166.66,0.0,0.0,0.0,0.0,0.0,0.0,15.0,360.0,404.0,27.0,4/14,14.96,6.73,13.33,2.0,0.0,4.0,9.334999999999999,13.334999999999999,Bowler
2019.0,Jasprit Bumrah,16.0,3.0,0.0,0*,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,16.0,370.0,409.0,19.0,3/20,21.52,6.63,19.47,0.0,0.0,0.0,8.16225,8.16225,Bowler
2018.0,Jasprit Bumrah,14.0,2.0,10.0,6*,10.0,11.0,90.9,0.0,0.0,1.0,0.0,4.0,0.0,14.0,324.0,372.0,17.0,3/15,21.88,6.88,19.05,0.0,0.0,3.224,8.005428571428572,11.229428571428572,Bowler
2017.0,Jasprit Bumrah,16.0,1.0,17.0,16*,17.0,12.0,133.33,0.0,0.0,0.0,1.0,2.0,0.0,16.0,356.0,439.0,20.0,3/7,21.95,7.39,17.8,0.0,0.0,4.915466666666667,7.790000000000001,12.705466666666668,Bowler
2016.0,Jasprit Bumrah,14.0,1.0,8.0,6,8.0,11.0,72.72,0.0,0.0,1.0,0.0,1.0,0.0,14.0,312.0,406.0,15.0,3/13,27.06,7.8,20.8,0.0,0.0,2.5792,6.295142857142857,8.874342857142857,Bowler
2015.0,Jasprit Bumrah,4.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,90.0,184.0,3.0,1/38,61.33,12.26,30.0,0.0,0.0,0.0,0.0,0.0,Unknown
2014.0,Jasprit Bumrah,11.0,2.0,1.0,1*,0.0,3.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,11.0,238.0,301.0,5.0,2/22,60.2,7.58,47.6,0.0,0.0,0.8888,2.8918181818181816,3.7806181818181814,Unknown
2013.0,Jasprit Bumrah,2.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,42.0,70.0,3.0,3/32,23.33,10.0,14.0,0.0,0.0,0.0,0.0,0.0,Unknown
2023.0,Jayant Yadav,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,24.0,26.0,0.0,0/26,0.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
2021.0,Jayant Yadav,5.0,1.0,34.0,23,17.0,26.0,130.76,0.0,0.0,2.0,1.0,2.0,0.0,5.0,102.0,130.0,2.0,1/25,65.0,7.64,51.0,0.0,0.0,4.846933333333333,2.78,7.626933333333334,Batsman
2020.0,Jayant Yadav,2.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,42.0,43.0,1.0,1/25,43.0,6.14,42.0,0.0,0.0,0.0,0.0,0.0,Unknown
2019.0,Jayant Yadav,2.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,42.0,50.0,1.0,1/25,50.0,7.14,42.0,0.0,0.0,0.0,0.0,0.0,Unknown
2017.0,Jayant Yadav,2.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,36.0,42.0,0.0,0/16,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
2016.0,Jayant Yadav,5.0,0.0,6.0,5,3.0,10.0,60.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,102.0,125.0,2.0,1/23,62.5,7.35,51.0,0.0,0.0,1.84,2.925,4.765,Unknown
2015.0,Jayant Yadav,3.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,42.0,29.0,2.0,1/8,14.5,4.14,21.0,0.0,0.0,0.0,0.0,0.0,Unknown
2024.0,Jaydev Unadkat,11.0,2.0,24.0,8*,8.0,26.0,92.31,0.0,0.0,2.0,1.0,0.0,0.0,11.0,187.0,319.0,8.0,3/30,39.88,10.24,23.38,0.0,0.0,3.101600000000001,1.9949090909090903,5.096509090909091,Unknown
2023.0,Jaydev Unadkat,3.0,0.0,9.0,9,9.0,7.0,128.57,0.0,0.0,1.0,0.0,0.0,0.0,3.0,48.0,92.0,0.0,0/26,0.0,11.5,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
2022.0,Jaydev Unadkat,5.0,2.0,59.0,19*,19.67,37.0,159.46,0.0,0.0,4.0,3.0,1.0,0.0,5.0,120.0,190.0,6.0,2/32,31.67,9.5,20.0,0.0,0.0,5.5736,4.715999999999999,10.2896,All-rounder
2021.0,Jaydev Unadkat,6.0,1.0,41.0,24,20.5,29.0,141.37,0.0,0.0,3.0,2.0,1.0,0.0,6.0,132.0,168.0,4.0,3/15,42.0,7.63,33.0,0.0,0.0,5.409866666666667,3.185,8.594866666666666,Batsman
2020.0,Jaydev Unadkat,7.0,0.0,9.0,9,9.0,13.0,69.23,0.0,0.0,0.0,0.0,1.0,0.0,7.0,138.0,228.0,4.0,2/32,57.0,9.91,34.5,0.0,0.0,2.5661333333333336,1.902142857142857,4.468276190476191,Unknown
2019.0,Jaydev Unadkat,11.0,3.0,1.0,1,1.0,3.0,33.33,0.0,0.0,0.0,0.0,4.0,0.0,11.0,224.0,398.0,10.0,2/26,39.8,10.66,22.4,0.0,0.0,0.9688000000000001,2.073636363636364,3.042436363636364,Unknown
2018.0,Jaydev Unadkat,15.0,3.0,49.0,26,12.25,38.0,128.94,0.0,0.0,6.0,1.0,6.0,0.0,15.0,302.0,486.0,11.0,3/46,44.18,9.65,27.45,0.0,0.0,4.4184,2.2749999999999995,6.6934,Batsman
2017.0,Jaydev Unadkat,12.0,2.0,2.0,2*,0.0,5.0,40.0,0.0,0.0,0.0,0.0,9.0,0.0,12.0,275.0,322.0,24.0,5/30,13.41,7.02,11.45,0.0,1.0,1.0666666666666667,9.49,10.556666666666667,Bowler
2016.0,Jaydev Unadkat,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,49.0,0.0,0/49,0.0,16.33,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
2015.0,Jaydev Unadkat,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,30.0,0.0,0/30,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
2014.0,Jaydev Unadkat,9.0,1.0,1.0,1*,1.0,6.0,16.66,0.0,0.0,0.0,0.0,0.0,0.0,9.0,187.0,270.0,9.0,3/32,30.0,8.66,20.77,0.0,0.0,0.5242666666666667,5.17,5.694266666666667,Bowler
2013.0,Jaydev Unadkat,13.0,2.0,2.0,1,0.0,2.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,294.0,370.0,13.0,5/25,28.46,7.55,22.61,0.0,1.0,2.6666666666666665,6.0329999999999995,8.699666666666666,Bowler
2012.0,Jaydev Unadkat,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,32.0,0.0,0/32,0.0,10.66,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
2011.0,Jaydev Unadkat,7.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,7.0,108.0,150.0,6.0,2/25,25.0,8.33,18.0,0.0,0.0,0.0,6.1207142857142856,6.1207142857142856,Bowler
2010.0,Jaydev Unadkat,3.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,62.0,85.0,4.0,3/26,21.25,8.22,15.5,0.0,0.0,0.0,0.0,0.0,Unknown
2024.0,Jitesh Sharma,14.0,1.0,187.0,32*,17.0,142.0,131.69,0.0,0.0,9.0,12.0,13.0,0.0,14.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,4.871733333333334,7.0,11.871733333333335,Bowler
2023.0,Jitesh Sharma,14.0,1.0,309.0,49*,23.77,198.0,156.06,0.0,0.0,22.0,21.0,3.0,2.0,14.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,5.9016,7.0,12.9016,Bowler
2022.0,Jitesh Sharma,12.0,2.0,234.0,44,29.25,143.0,163.64,0.0,0.0,22.0,12.0,9.0,2.0,12.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,6.34,7.0,13.34,All-rounder
2020.0,Jofra Archer,14.0,4.0,113.0,27*,18.83,63.0,179.36,0.0,0.0,5.0,10.0,5.0,0.0,14.0,334.0,365.0,20.0,3/19,18.25,6.55,16.7,0.0,0.0,5.5064,8.867857142857142,14.374257142857143,Bowler
2019.0,Jofra Archer,11.0,3.0,67.0,27*,33.5,40.0,167.5,0.0,0.0,4.0,4.0,3.0,0.0,11.0,258.0,291.0,11.0,3/15,26.45,6.76,23.45,0.0,0.0,6.68,6.83,13.51,All-rounder
2018.0,Jofra Archer,10.0,3.0,15.0,8,3.0,21.0,71.42,0.0,0.0,2.0,0.0,1.0,0.0,10.0,233.0,325.0,15.0,3/22,21.66,8.36,15.53,0.0,0.0,2.1445333333333334,7.738,9.882533333333335,Bowler
2024.0,Jos Buttler,11.0,2.0,359.0,107*,39.89,255.0,140.78,2.0,0.0,36.0,12.0,3.0,0.0,11.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,7.6726060606060615,7.0,14.67260606060606,All-rounder
2023.0,Jos Buttler,14.0,0.0,392.0,95,28.0,282.0,139.01,0.0,4.0,42.0,14.0,9.0,0.0,14.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,6.518361904761905,7.0,13.518361904761905,All-rounder
2022.0,Jos Buttler,17.0,2.0,863.0,116,57.53,579.0,149.05,4.0,4.0,83.0,45.0,9.0,0.0,17.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,9.386431372549021,7.0,16.38643137254902,All-rounder
2021.0,Jos Buttler,7.0,0.0,254.0,124,36.28,166.0,153.01,1.0,0.0,27.0,13.0,3.0,0.0,7.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,7.473828571428571,7.0,14.473828571428571,All-rounder
2020.0,Jos Buttler,13.0,2.0,328.0,70*,32.8,227.0,144.49,0.0,2.0,27.0,16.0,6.0,0.0,13.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,6.784758974358974,7.0,13.784758974358974,All-rounder
2019.0,Jos Buttler,8.0,0.0,311.0,89,38.87,205.0,151.7,0.0,3.0,38.0,14.0,8.0,0.0,8.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,7.8596,7.0,14.8596,All-rounder
2018.0,Jos Buttler,13.0,3.0,548.0,95*,54.8,353.0,155.24,0.0,5.0,52.0,21.0,9.0,1.0,13.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,8.76923076923077,7.0,15.76923076923077,All-rounder
2017.0,Jos Buttler,10.0,0.0,272.0,77,27.2,177.0,153.67,0.0,1.0,27.0,15.0,1.0,0.0,10.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,6.376,7.0,13.376000000000001,All-rounder
2016.0,Jos Buttler,14.0,3.0,255.0,41,23.18,184.0,138.58,0.0,0.0,23.0,11.0,7.0,0.0,14.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,5.5498666666666665,7.0,12.549866666666667,Bowler
2021.0,Josh Hazlewood,9.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,210.0,293.0,11.0,3/24,26.63,8.37,19.09,0.0,0.0,0.0,6.322333333333335,6.322333333333335,Bowler
2020.0,Josh Hazlewood,3.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,60.0,64.0,1.0,1/19,64.0,6.4,60.0,0.0,0.0,0.0,0.0,0.0,Unknown
,Josh Inglis,,,,No stats,,,,,,,,,,,,,,No stats,,,,,,0.0,0.0,0.0,Unknown
2024.0,KL Rahul,14.0,0.0,520.0,82,37.14,382.0,136.13,0.0,4.0,45.0,19.0,15.0,2.0,14.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,7.172761904761904,7.0,14.172761904761904,All-rounder
2023.0,KL Rahul,9.0,1.0,274.0,74,34.25,242.0,113.22,0.0,2.0,28.0,4.0,4.0,0.0,9.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,6.2036444444444445,7.0,13.203644444444445,All-rounder
2022.0,KL Rahul,15.0,3.0,616.0,103*,51.33,455.0,135.38,2.0,4.0,45.0,30.0,9.0,0.0,15.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,8.6768,7.0,15.6768,All-rounder
