Year,Player_Name,Matches_Batted,Not_Outs,Runs_Scored,Highest_Score,Batting_Average,Balls_Faced,Batting_Strike_Rate,Centuries,Half_Centuries,Fours,Sixes,Catches_Taken,Stumpings,Matches_Bowled,Balls_Bowled,Runs_Conceded,Wickets_Taken,Best_Bowling_Match,Bowling_Average,Economy_Rate,Bowling_Strike_Rate,Four_Wicket_Hauls,Five_Wicket_Hauls,Batting_Impact,Bowling_Impact,Total_Impact,Player_Role
,Aaron Hardie,,,,No stats,,,,,,,,,,,,,,No stats,,,,,,0.0,0.0,0.0,Unknown
2024.0,Abdul Samad,16.0,2.0,182.0,37*,18.2,108.0,168.52,0.0,0.0,15.0,11.0,9.0,0.0,16.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,5.4559999999999995,7.0,12.456,Bowler
2023.0,Abdul Samad,9.0,4.0,169.0,37*,42.25,128.0,132.03,0.0,0.0,10.0,11.0,4.0,0.0,9.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,6.9008,7.0,13.9008,All-rounder
2022.0,Abdul Samad,2.0,0.0,4.0,4,2.0,7.0,57.14,0.0,0.0,0.0,0.0,1.0,0.0,2.0,6.0,8.0,0.0,0/8,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
2021.0,Abdul Samad,11.0,1.0,111.0,28,12.33,87.0,127.58,0.0,0.0,4.0,8.0,8.0,0.0,11.0,6.0,9.0,1.0,1/9,9.0,9.0,6.0,0.0,0.0,4.388533333333333,5.636363636363637,10.02489696969697,All-rounder
2020.0,Abdul Samad,12.0,3.0,111.0,33,22.2,65.0,170.76,0.0,0.0,8.0,6.0,5.0,0.0,12.0,42.0,96.0,1.0,1/41,96.0,13.71,42.0,0.0,0.0,5.776,0.12499999999999999,5.901,Batsman
,Abhinandan Singh,,,,No stats,,,,,,,,,,,,,,No stats,,,,,,0.0,0.0,0.0,Unknown
2024.0,Abhinav Manohar,2.0,0.0,9.0,8,4.5,16.0,56.25,0.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
2023.0,Abhinav Manohar,9.0,0.0,114.0,42,19.0,83.0,137.35,0.0,0.0,6.0,7.0,4.0,0.0,9.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,5.182666666666666,7.0,12.182666666666666,Bowler
2022.0,Abhinav Manohar,8.0,1.0,108.0,43,18.0,75.0,144.0,0.0,0.0,14.0,3.0,4.0,0.0,8.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,5.279999999999999,7.0,12.28,Bowler
2024.0,Abhishek Sharma,16.0,1.0,484.0,75*,32.27,237.0,204.22,0.0,3.0,36.0,42.0,7.0,0.0,16.0,42.0,51.0,2.0,2/24,25.5,7.29,21.0,0.0,0.0,6.9566,5.442500000000001,12.3991,Batsman
2023.0,Abhishek Sharma,11.0,0.0,226.0,67,20.55,157.0,143.95,0.0,2.0,28.0,6.0,4.0,0.0,11.0,72.0,124.0,2.0,1/26,62.0,10.33,36.0,0.0,0.0,5.84630303030303,1.1077272727272727,6.954030303030303,Batsman
2022.0,Abhishek Sharma,14.0,0.0,426.0,75,30.43,320.0,133.13,0.0,2.0,47.0,13.0,1.0,0.0,14.0,24.0,38.0,0.0,0/10,0.0,9.5,0.0,0.0,0.0,6.270247619047619,5.25,11.52024761904762,Batsman
2021.0,Abhishek Sharma,8.0,1.0,98.0,33,16.33,75.0,130.66,0.0,0.0,7.0,4.0,2.0,0.0,8.0,60.0,64.0,4.0,2/4,16.0,6.4,15.0,0.0,0.0,4.790666666666667,7.549999999999999,12.340666666666666,Bowler
2020.0,Abhishek Sharma,8.0,2.0,71.0,31,14.2,56.0,126.78,0.0,0.0,6.0,3.0,1.0,0.0,8.0,60.0,91.0,2.0,1/15,45.5,9.1,30.0,0.0,0.0,4.5168,1.8250000000000002,6.3418,Batsman
2019.0,Abhishek Sharma,3.0,1.0,9.0,5*,4.5,9.0,100.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,12.0,21.0,1.0,1/10,21.0,10.5,12.0,0.0,0.0,0.0,0.0,0.0,Unknown
2018.0,Abhishek Sharma,3.0,2.0,63.0,46*,63.0,33.0,190.9,0.0,0.0,3.0,5.0,1.0,0.0,3.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
2024.0,Abishek Porel,14.0,2.0,327.0,65,32.7,205.0,159.51,0.0,2.0,36.0,13.0,2.0,0.0,14.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,6.901714285714285,7.0,13.901714285714284,All-rounder
2023.0,Abishek Porel,4.0,0.0,33.0,20,8.25,31.0,106.45,0.0,0.0,1.0,2.0,4.0,0.0,4.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
2020.0,Adam Zampa,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,66.0,92.0,2.0,1/12,46.0,8.36,33.0,0.0,0.0,0.0,0.0,0.0,Unknown
2017.0,Adam Zampa,6.0,0.0,5.0,5,5.0,7.0,71.42,0.0,0.0,1.0,0.0,0.0,0.0,6.0,119.0,163.0,7.0,2/22,23.28,8.21,17.0,0.0,0.0,2.3045333333333335,6.988999999999999,9.293533333333333,Bowler
2016.0,Adam Zampa,5.0,0.0,0.0,0*,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,102.0,115.0,12.0,6/19,9.58,6.76,8.5,0.0,1.0,0.0,9.620000000000001,9.620000000000001,Bowler
2024.0,Aiden Markram,11.0,2.0,220.0,50,24.44,177.0,124.29,0.0,1.0,18.0,4.0,5.0,0.0,11.0,12.0,15.0,0.0,0/5,0.0,7.5,0.0,0.0,0.0,5.451418181818182,6.25,11.701418181818182,Bowler
2023.0,Aiden Markram,13.0,2.0,248.0,50,22.55,197.0,125.89,0.0,1.0,18.0,8.0,11.0,0.0,13.0,49.0,70.0,1.0,1/24,70.0,8.57,49.0,0.0,0.0,5.314912820512821,1.8303846153846155,7.145297435897437,Batsman
2022.0,Aiden Markram,14.0,4.0,381.0,68*,47.63,274.0,139.05,0.0,3.0,25.0,19.0,6.0,0.0,14.0,36.0,64.0,1.0,1/8,64.0,10.67,36.0,0.0,0.0,7.946971428571429,0.7721428571428571,8.719114285714285,Batsman
2021.0,Aiden Markram,6.0,1.0,146.0,42,29.2,119.0,122.68,0.0,0.0,12.0,4.0,3.0,0.0,6.0,24.0,23.0,0.0,0/5,0.0,5.75,0.0,0.0,0.0,5.607466666666667,7.0,12.607466666666667,Bowler
,Ajay Mandal,,,,No stats,,,,,,,,,,,,,,No stats,,,,,,0.0,0.0,0.0,Unknown
2024.0,Ajinkya Rahane,13.0,0.0,242.0,45,20.17,196.0,123.47,0.0,0.0,23.0,7.0,1.0,0.0,13.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,4.906133333333333,7.0,11.906133333333333,Bowler
2023.0,Ajinkya Rahane,14.0,1.0,326.0,71*,32.6,189.0,172.49,0.0,2.0,24.0,16.0,8.0,0.0,14.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,6.893714285714286,7.0,13.893714285714285,All-rounder
2022.0,Ajinkya Rahane,7.0,0.0,133.0,44,19.0,128.0,103.91,0.0,0.0,14.0,4.0,3.0,0.0,7.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,4.290933333333333,7.0,11.290933333333333,Bowler
2021.0,Ajinkya Rahane,2.0,0.0,8.0,8,8.0,8.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
2020.0,Ajinkya Rahane,9.0,0.0,113.0,60,14.12,107.0,105.6,0.0,1.0,12.0,2.0,4.0,0.0,9.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,4.167822222222222,7.0,11.167822222222222,Bowler
2019.0,Ajinkya Rahane,14.0,1.0,393.0,105*,32.75,285.0,137.89,1.0,1.0,45.0,9.0,5.0,0.0,14.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,6.7256380952380965,7.0,13.725638095238097,All-rounder
2018.0,Ajinkya Rahane,15.0,1.0,370.0,65*,28.46,313.0,118.21,0.0,1.0,39.0,5.0,4.0,0.0,15.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,5.5624,7.0,12.5624,Bowler
2017.0,Ajinkya Rahane,16.0,1.0,382.0,60,25.46,323.0,118.26,0.0,2.0,35.0,9.0,7.0,0.0,16.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,5.4404,7.0,12.4404,Bowler
2016.0,Ajinkya Rahane,14.0,3.0,480.0,74,43.63,379.0,126.64,0.0,6.0,54.0,9.0,7.0,0.0,14.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,7.724609523809525,7.0,14.724609523809525,All-rounder
2015.0,Ajinkya Rahane,14.0,2.0,540.0,91*,49.09,413.0,130.75,0.0,4.0,53.0,13.0,3.0,0.0,14.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,7.9852952380952384,7.0,14.985295238095238,All-rounder
2014.0,Ajinkya Rahane,13.0,0.0,339.0,72,28.25,291.0,116.49,0.0,3.0,38.0,3.0,6.0,0.0,13.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,5.827938461538462,7.0,12.827938461538462,Bowler
2013.0,Ajinkya Rahane,18.0,4.0,488.0,68*,34.85,458.0,106.55,0.0,4.0,42.0,11.0,10.0,0.0,18.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,6.073777777777778,7.0,13.073777777777778,All-rounder
2012.0,Ajinkya Rahane,16.0,2.0,560.0,103*,40.0,433.0,129.33,1.0,3.0,73.0,10.0,11.0,0.0,16.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,7.2738000000000005,7.0,14.273800000000001,All-rounder
2011.0,Ajinkya Rahane,10.0,1.0,120.0,52,20.0,98.0,122.44,0.0,1.0,12.0,2.0,1.0,0.0,10.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,5.0650666666666675,7.0,12.065066666666667,Bowler
2009.0,Ajinkya Rahane,8.0,1.0,144.0,62*,24.0,123.0,117.07,0.0,2.0,12.0,3.0,1.0,0.0,8.0,6.0,5.0,1.0,1/5,5.0,5.0,6.0,0.0,0.0,5.5418666666666665,7.1875,12.729366666666667,Bowler
2008.0,Ajinkya Rahane,2.0,0.0,4.0,4,2.0,17.0,23.52,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
2024.0,Akash Deep,1.0,1.0,2.0,2*,0.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,21.0,55.0,1.0,1/55,55.0,15.71,21.0,0.0,0.0,0.0,0.0,0.0,Unknown
2023.0,Akash Deep,2.0,0.0,17.0,17,17.0,8.0,212.5,0.0,0.0,2.0,1.0,1.0,0.0,2.0,30.0,59.0,1.0,1/29,59.0,11.8,30.0,0.0,0.0,0.0,0.0,0.0,Unknown
2022.0,Akash Deep,5.0,0.0,0.0,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,113.0,205.0,5.0,3/45,41.0,10.88,22.6,0.0,0.0,0.0,2.0599999999999996,2.0599999999999996,Unknown
2024.0,Akash Madhwal,5.0,1.0,4.0,4*,0.0,5.0,80.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,109.0,205.0,5.0,3/20,41.0,11.28,21.8,0.0,0.0,2.1333333333333333,1.8600000000000003,3.9933333333333336,Unknown
2023.0,Akash Madhwal,8.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,153.0,219.0,14.0,5/5,15.64,8.59,10.93,1.0,1.0,0.0,8.33,8.33,Bowler
2023.0,Akash Singh,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,114.0,188.0,5.0,2/40,37.6,9.89,22.8,0.0,0.0,0.0,2.7849999999999993,2.7849999999999993,Unknown
2021.0,Akash Singh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,39.0,0.0,0/39,0.0,9.75,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
2024.0,Andre Russell,14.0,2.0,222.0,64*,31.71,120.0,185.0,0.0,1.0,20.0,16.0,3.0,0.0,15.0,176.0,295.0,19.0,3/19,15.53,10.06,9.26,0.0,0.0,6.679657142857143,6.869999999999999,13.549657142857143,All-rounder
2023.0,Andre Russell,14.0,3.0,227.0,42,20.64,156.0,145.51,0.0,0.0,13.0,18.0,6.0,0.0,14.0,91.0,172.0,7.0,3/22,24.57,11.34,13.0,0.0,0.0,5.531466666666667,4.166,9.697466666666667,All-rounder
2022.0,Andre Russell,14.0,3.0,335.0,70*,37.22,192.0,174.48,0.0,1.0,18.0,32.0,2.0,0.0,14.0,169.0,278.0,17.0,4/5,16.35,9.87,9.94,1.0,0.0,7.120457142857143,6.886428571428572,14.006885714285715,All-rounder
2021.0,Andre Russell,10.0,2.0,183.0,54,26.14,120.0,152.5,0.0,1.0,14.0,14.0,2.0,0.0,10.0,114.0,188.0,11.0,5/15,17.09,9.89,10.36,0.0,1.0,6.291200000000001,6.705,12.996200000000002,All-rounder
2020.0,Andre Russell,10.0,0.0,117.0,25,13.0,81.0,144.44,0.0,0.0,9.0,9.0,2.0,0.0,10.0,108.0,175.0,6.0,2/29,29.16,9.72,18.0,0.0,0.0,4.891733333333334,4.208,9.099733333333333,All-rounder
2019.0,Andre Russell,14.0,4.0,510.0,80*,56.66,249.0,204.81,0.0,4.0,31.0,52.0,4.0,0.0,14.0,181.0,287.0,11.0,2/21,26.09,9.51,16.45,0.0,0.0,8.571428571428571,5.205571428571428,13.777,Batsman
2018.0,Andre Russell,16.0,3.0,316.0,88*,28.72,171.0,184.79,0.0,1.0,17.0,31.0,8.0,0.0,16.0,227.0,355.0,13.0,3/31,27.3,9.38,17.46,0.0,0.0,6.4226,5.06875,11.49135,Batsman
2016.0,Andre Russell,12.0,1.0,188.0,39*,26.85,114.0,164.91,0.0,0.0,10.0,15.0,2.0,0.0,12.0,219.0,291.0,15.0,4/20,19.4,7.97,14.6,1.0,0.0,6.148,7.890000000000001,14.038,All-rounder
2015.0,Andre Russell,13.0,2.0,326.0,66,36.22,169.0,192.89,0.0,3.0,35.0,19.0,6.0,0.0,13.0,244.0,324.0,14.0,3/32,23.14,7.96,17.42,0.0,0.0,7.359138461538462,7.007384615384614,14.366523076923077,All-rounder
2014.0,Andre Russell,2.0,0.0,2.0,1,1.0,8.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,30.0,52.0,1.0,1/25,52.0,10.4,30.0,0.0,0.0,0.0,0.0,0.0,Unknown
2013.0,Andre Russell,3.0,0.0,11.0,7,5.5,14.0,78.57,0.0,0.0,0.0,0.0,0.0,0.0,3.0,42.0,68.0,0.0,0/13,0.0,9.71,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
2012.0,Andre Russell,4.0,0.0,47.0,31,23.5,26.0,180.76,0.0,0.0,3.0,3.0,0.0,0.0,4.0,96.0,161.0,1.0,1/51,161.0,10.06,96.0,0.0,0.0,0.0,0.0,0.0,Unknown
,Andre Siddarth,,,,No stats,,,,,,,,,,,,,,No stats,,,,,,0.0,0.0,0.0,Unknown
2024.0,Angkrish Raghuvanshi,10.0,0.0,163.0,54,23.29,105.0,155.24,0.0,1.0,16.0,8.0,4.0,0.0,10.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,6.0632,7.0,13.0632,All-rounder
,Aniket Verma,,,,No stats,,,,,,,,,,,,,,No stats,,,,,,0.0,0.0,0.0,Unknown
2024.0,Anrich Nortje,6.0,0.0,4.0,4,2.0,8.0,50.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,132.0,294.0,7.0,3/59,42.0,13.36,18.86,0.0,0.0,1.4933333333333332,1.7500000000000002,3.243333333333333,Unknown
2023.0,Anrich Nortje,10.0,4.0,37.0,23*,12.33,29.0,127.59,0.0,0.0,6.0,0.0,2.0,0.0,10.0,240.0,364.0,10.0,2/20,36.4,9.1,24.0,0.0,0.0,4.3888,3.6700000000000004,8.0588,Batsman
2022.0,Anrich Nortje,6.0,1.0,1.0,1*,0.0,6.0,16.67,0.0,0.0,0.0,0.0,2.0,0.0,6.0,134.0,217.0,9.0,3/42,24.11,9.72,14.89,0.0,0.0,0.44453333333333345,6.568,7.012533333333333,Bowler
2021.0,Anrich Nortje,8.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,182.0,187.0,12.0,2/12,15.58,6.16,15.16,0.0,0.0,0.0,9.17,9.17,Bowler
2020.0,Anrich Nortje,16.0,4.0,7.0,3*,7.0,6.0,116.66,0.0,0.0,0.0,0.0,4.0,0.0,16.0,366.0,512.0,22.0,3/33,23.27,8.39,16.63,0.0,0.0,3.6709333333333336,7.2135,10.884433333333334,Bowler
2024.0,Anshul Kamboj,3.0,1.0,2.0,2*,0.0,2.0,100.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,60.0,114.0,2.0,1/24,57.0,11.4,30.0,0.0,0.0,0.0,0.0,0.0,Unknown
2024.0,Anuj Rawat,5.0,1.0,98.0,48,24.5,77.0,127.27,0.0,0.0,10.0,3.0,5.0,0.0,5.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,5.353866666666667,7.0,12.353866666666667,Bowler
2023.0,Anuj Rawat,9.0,4.0,91.0,29*,30.33,71.0,128.17,0.0,0.0,6.0,4.0,3.0,0.0,9.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,5.844266666666666,7.0,12.844266666666666,Bowler
2022.0,Anuj Rawat,8.0,0.0,129.0,66,16.13,118.0,109.32,0.0,1.0,10.0,7.0,6.0,0.0,8.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,4.4556000000000004,7.0,11.4556,Bowler
2021.0,Anuj Rawat,2.0,0.0,0.0,0*,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
2024.0,Anukul Roy,3.0,1.0,3.0,3*,0.0,3.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,34.0,60.0,0.0,0/6,0.0,10.59,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
2023.0,Anukul Roy,4.0,2.0,23.0,13*,11.5,19.0,121.05,0.0,0.0,3.0,0.0,4.0,0.0,4.0,48.0,65.0,3.0,2/19,21.67,8.13,16.0,0.0,0.0,0.0,0.0,0.0,Unknown
2022.0,Anukul Roy,2.0,0.0,0.0,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,42.0,55.0,1.0,1/28,55.0,7.86,42.0,0.0,0.0,0.0,0.0,0.0,Unknown
2019.0,Anukul Roy,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,11.0,1.0,1/11,11.0,5.5,12.0,0.0,0.0,0.0,0.0,0.0,Unknown
2024.0,Arjun Tendulkar,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,22.0,0.0,0/22,0.0,9.43,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
2023.0,Arjun Tendulkar,4.0,0.0,13.0,13,13.0,9.0,144.44,0.0,0.0,0.0,1.0,0.0,0.0,4.0,59.0,92.0,3.0,1/9,30.67,9.36,19.67,0.0,0.0,0.0,0.0,0.0,Unknown
2024.0,Arshdeep Singh,14.0,0.0,4.0,4,4.0,3.0,133.33,0.0,0.0,1.0,0.0,1.0,0.0,14.0,302.0,505.0,19.0,4/29,26.58,10.03,15.89,1.0,0.0,3.875466666666667,5.704714285714287,9.580180952380953,Bowler
2023.0,Arshdeep Singh,14.0,2.0,2.0,2*,0.0,2.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,14.0,305.0,493.0,17.0,4/29,29.0,9.7,17.94,1.0,0.0,2.6666666666666665,5.171428571428572,7.838095238095239,Bowler
2022.0,Arshdeep Singh,14.0,3.0,21.0,10*,7.0,29.0,72.41,0.0,0.0,3.0,0.0,4.0,0.0,14.0,300.0,385.0,10.0,3/37,38.5,7.7,30.0,0.0,0.0,2.4909333333333334,3.5214285714285714,6.012361904761905,Unknown
2021.0,Arshdeep Singh,12.0,2.0,2.0,1*,0.0,3.0,66.66,0.0,0.0,0.0,0.0,4.0,0.0,12.0,248.0,342.0,18.0,5/32,19.0,8.27,13.77,0.0,1.0,1.7776,8.115,9.8926,Bowler
2020.0,Arshdeep Singh,8.0,0.0,0.0,0*,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,8.0,149.0,218.0,9.0,3/23,24.22,8.77,16.55,0.0,0.0,0.0,6.458500000000001,6.458500000000001,Bowler
2019.0,Arshdeep Singh,3.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,60.0,109.0,3.0,2/43,36.33,10.9,20.0,0.0,0.0,0.0,0.0,0.0,Unknown
2024.0,Arshin Kulkarni,2.0,0.0,9.0,9,4.5,8.0,112.5,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
,Aryan Juyal,,,,No stats,,,,,,,,,,,,,,No stats,,,,,,0.0,0.0,0.0,Unknown
,Ashok Sharma,,,,No stats,,,,,,,,,,,,,,No stats,,,,,,0.0,0.0,0.0,Unknown
2024.0,Ashutosh Sharma,11.0,2.0,189.0,61,27.0,113.0,167.26,0.0,1.0,10.0,15.0,2.0,0.0,11.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,6.341818181818182,7.0,13.341818181818182,All-rounder
,Ashwani Kumar,,,,No stats,,,,,,,,,,,,,,No stats,,,,,,0.0,0.0,0.0,Unknown
2024.0,Atharva Taide,2.0,0.0,61.0,46,30.5,39.0,156.41,0.0,0.0,7.0,2.0,0.0,0.0,2.0,1.0,4.0,0.0,0/4,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
2023.0,Atharva Taide,7.0,0.0,186.0,66,26.57,129.0,144.19,0.0,2.0,20.0,6.0,5.0,0.0,7.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,6.5420952380952375,7.0,13.542095238095238,All-rounder
2024.0,Avesh Khan,15.0,3.0,10.0,7*,0.0,5.0,200.0,0.0,0.0,1.0,0.0,2.0,0.0,16.0,329.0,526.0,19.0,3/27,27.68,9.59,17.32,0.0,0.0,4.0,5.4502500000000005,9.45025,All-rounder
2023.0,Avesh Khan,9.0,1.0,0.0,0*,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,9.0,174.0,283.0,8.0,3/25,35.38,9.76,21.75,0.0,0.0,0.0,3.3773333333333326,3.3773333333333326,Unknown
2022.0,Avesh Khan,13.0,3.0,22.0,12,22.0,13.0,169.23,0.0,0.0,0.0,3.0,2.0,0.0,13.0,286.0,416.0,18.0,4/24,23.11,8.73,15.89,1.0,0.0,5.76,7.0899230769230766,12.849923076923076,Bowler
2021.0,Avesh Khan,16.0,1.0,5.0,5*,0.0,3.0,166.66,0.0,0.0,1.0,0.0,1.0,0.0,16.0,366.0,450.0,24.0,3/13,18.75,7.37,15.25,0.0,0.0,4.0,8.565,12.565,Bowler
2020.0,Avesh Khan,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,42.0,0.0,0/42,0.0,10.5,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
2019.0,Avesh Khan,1.0,1.0,4.0,4*,0.0,3.0,133.33,0.0,0.0,1.0,0.0,1.0,0.0,1.0,18.0,30.0,0.0,0/30,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
2018.0,Avesh Khan,6.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,6.0,114.0,204.0,4.0,2/29,51.0,10.73,28.5,0.0,0.0,0.0,1.6349999999999996,1.6349999999999996,Unknown
2017.0,Avesh Khan,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,23.0,1.0,1/23,23.0,5.75,24.0,0.0,0.0,0.0,0.0,0.0,Unknown
2024.0,Axar Patel,14.0,4.0,235.0,66,29.38,179.0,131.28,0.0,2.0,19.0,10.0,13.0,0.0,14.0,264.0,337.0,11.0,2/25,30.64,7.66,24.0,0.0,0.0,6.136914285714286,5.220571428571429,11.357485714285716,Batsman
2023.0,Axar Patel,14.0,3.0,283.0,54,28.3,203.0,139.41,0.0,1.0,21.0,15.0,7.0,0.0,14.0,282.0,338.0,11.0,2/13,30.73,7.19,25.64,0.0,0.0,6.1244571428571435,5.437571428571429,11.562028571428574,Batsman
2022.0,Axar Patel,13.0,6.0,182.0,42*,45.5,120.0,151.67,0.0,0.0,12.0,10.0,8.0,0.0,13.0,258.0,321.0,6.0,2/10,53.5,7.47,43.0,0.0,0.0,7.640000000000001,2.957307692307692,10.597307692307693,Batsman
2021.0,Axar Patel,12.0,1.0,40.0,12,8.0,46.0,86.95,0.0,0.0,2.0,1.0,4.0,0.0,12.0,276.0,306.0,15.0,3/21,20.4,6.65,18.4,0.0,0.0,2.958666666666667,8.47,11.428666666666668,Bowler
2020.0,Axar Patel,15.0,1.0,117.0,42,14.62,85.0,137.64,0.0,0.0,6.0,8.0,6.0,0.0,15.0,306.0,327.0,9.0,2/18,36.33,6.41,34.0,0.0,0.0,4.84,4.429,9.269,All-rounder
2019.0,Axar Patel,14.0,6.0,110.0,26,18.33,88.0,125.0,0.0,0.0,10.0,3.0,9.0,0.0,14.0,306.0,364.0,10.0,2/22,36.4,7.13,30.6,0.0,0.0,4.799733333333334,4.226428571428571,9.026161904761906,All-rounder
2018.0,Axar Patel,9.0,2.0,80.0,19,13.33,69.0,115.94,0.0,0.0,3.0,4.0,2.0,0.0,9.0,156.0,218.0,3.0,1/21,72.66,8.38,52.0,0.0,0.0,4.158133333333334,2.309999999999999,6.468133333333332,Batsman
2017.0,Axar Patel,14.0,5.0,227.0,44,28.37,162.0,140.12,0.0,0.0,11.0,11.0,7.0,0.0,14.0,288.0,362.0,15.0,3/11,24.13,7.54,19.2,0.0,0.0,6.0061333333333335,7.011142857142857,13.01727619047619,All-rounder
2016.0,Axar Patel,14.0,3.0,111.0,36*,15.85,77.0,144.15,0.0,0.0,4.0,8.0,2.0,0.0,14.0,287.0,388.0,13.0,4/21,29.84,8.11,22.07,1.0,0.0,5.112000000000001,5.3698571428571436,10.481857142857145,All-rounder
2015.0,Axar Patel,14.0,3.0,206.0,40*,22.88,174.0,118.39,0.0,0.0,13.0,8.0,7.0,0.0,14.0,280.0,392.0,13.0,2/11,30.15,8.4,21.53,0.0,0.0,4.987466666666667,5.162857142857144,10.150323809523812,All-rounder
